"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3210000","2022","3   ","20221001","20221129","서초바다 청조","서울특별시 서초구 서초대로 338, 102호 (서초동)","서울특별시 서초구 서초동  1677번지 8호  -102","3210000-101-2021-00231","한식","","168.29","서초제1동","",""
"3210000","2022","12  ","20221001","20221129","해승어풍","서울특별시 서초구 남부순환로347길 28, 반도빌딩 1층 (서초동)","서울특별시 서초구 서초동  1363번지  반도빌딩 1층","3210000-101-2019-00088","한식","","120.86","서초제2동","",""
"3210000","2022","11  ","20221001","20221129","쌍다리돼지불백 양재점","서울특별시 서초구 언남11길 34-2, 1층 (양재동)","서울특별시 서초구 양재동  268번지  1층","3210000-101-1998-13004","한식","","90.32","양재제2동","상수도전용",""
"3210000","2022","5   ","20221001","20221129","소담비빔국수","서울특별시 서초구 바우뫼로33길 7-8, 1층 (양재동)","서울특별시 서초구 양재동  68번지 7호  1층","3210000-101-2017-00008","한식","","91.95","양재제1동","",""
"3210000","2022","10  ","20221001","20221129","월화당(서래본점)","서울특별시 서초구 사평대로22길 9, 포레스트 1층 (반포동)","서울특별시 서초구 반포동  94번지 13호  포레스트 1층","3210000-101-2016-00364","한식","","152.75","반포제4동","","02  537 9257"
"3210000","2022","9   ","20221001","20221129","주식회사 석안정","서울특별시 서초구 사평대로 349, 서초빌딩 109,110호 (반포동)","서울특별시 서초구 반포동  746번지 9호  서초빌딩","3210000-101-2022-00271","한식","","99.58","반포제2동","",""
"3210000","2022","8   ","20221001","20221129","송학횟집","서울특별시 서초구 법원로3길 12, 승소빌딩 지하1층 (서초동)","서울특별시 서초구 서초동  1706번지 12호  승소빌딩","3210000-101-2020-00492","회집","","433.52","서초제3동","","02  595 8822"
"3210000","2022","6   ","20221001","20221129","망향비빔국수 신사점","서울특별시 서초구 강남대로95길 17, 1층 (잠원동)","서울특별시 서초구 잠원동  29번지 3호  1층","3210000-101-2017-00269","한식","","125.15","잠원동","",""
"3210000","2022","1   ","20221001","20221129","훌탐라수면","서울특별시 서초구 강남대로10길 7, 1층 (양재동)","서울특별시 서초구 양재동  327번지 18호  1층","3210000-101-2005-00324","기타","","188.49","양재제2동","상수도전용",""
"3210000","2022","2   ","20221001","20221129","서래족발","서울특별시 서초구 방배로 189, 1층 (방배동)","서울특별시 서초구 방배동  836번지 5호  1층 남쪽끝","3210000-101-2021-00188","한식","","145.00","서초제3동","",""
"3210000","2022","7   ","20221001","20221129","육목원","서울특별시 서초구 서초대로78길 46, 1층 (서초동)","서울특별시 서초구 서초동  1330번지 15호  1층","3210000-101-1992-05103","한식","","158.33","서초제2동","상수도전용",""
"3210000","2022","4   ","20221001","20221129","부안애서","서울특별시 서초구 청계산로 223, 1층 (신원동)","서울특별시 서초구 신원동  197번지 1호  1층","3210000-101-2021-00279","한식","","148.17","내곡동","",""
"3210000","2021","12  ","20211001","20211214","수하동 서초점","서울특별시 서초구 법원로2길 6, 1층 (서초동)","서울특별시 서초구 서초동  1716번지 5호  1층","3210000-101-1992-05136","한식","","139.00","서초제3동","상수도전용","02533 3933"
"3210000","2021","0003","20211001","20211214","우나기야 주식회사","서울특별시 서초구 서래로8길 6, 4층 (반포동)","서울특별시 서초구 반포동  91번지 1호  4층","3210000-101-2021-00242","일식","","266.44","반포제4동","",""
"3210000","2021","11  ","20211001","20211214","속리산 염소요리 전문점","서울특별시 서초구 법원로3길 24, (서초동,두언빌딩 1층)","서울특별시 서초구 서초동  1708번지 6호  두언빌딩 1층","3210000-101-2007-00103","한식","","172.61","서초제3동","상수도전용","02  595 7760"
"3210000","2021","5   ","20211001","20211214","아비꼬 내방역점","서울특별시 서초구 서초대로25길 23, 1층 101호 (방배동)","서울특별시 서초구 방배동  875번지 20호  1층 101호","3210000-101-2020-00514","일식","","67.00","서초제3동","",""
"3210000","2021","1   ","20211001","20211214","오장동함흥냉면 파미에스테이션점","서울특별시 서초구 사평대로 205, CENTRALCITY 반포천 복개주차장 1층 FP113호 (반포동)","서울특별시 서초구 반포동  118번지 3호  CENTRALCITY 반포천 복개주차장 1층 FP113호","3210000-101-2021-00151","냉면집","","89.90","반포본동","",""
"3210000","2021","8   ","20211001","20211214","비노바인","서울특별시 서초구 반포대로23길 6, 지하1층 (서초동)","서울특별시 서초구 서초동  1540번지 5호  효진빌딩","3210000-101-2021-00011","경양식","","250.00","서초제2동","",""
"3210000","2021","9   ","20211001","20211214","내림손 삼계탕","서울특별시 서초구 반포대로30길 34, 1층 (서초동)","서울특별시 서초구 서초동  1555번지 3호  1층","3210000-101-1991-05420","한식","","197.43","서초제3동","상수도전용","02  525 7789"
"3210000","2021","10  ","20211001","20211214","옛날 손칼국수 전문점","서울특별시 서초구 서초대로53길 20-3, (서초동,1층)","서울특별시 서초구 서초동  1697번지 31호  1층","3210000-101-2011-00170","한식","","148.50","서초제1동","","02  532 6886"
"3210000","2021","6   ","20211001","20211214","우화","서울특별시 서초구 서초대로78길 36, (서초동, B101호 일부)","서울특별시 서초구 서초동  1327번지 13호  B101호 일부","3210000-101-2011-00125","한식","","277.93","서초제2동","",""
"3210000","2021","0002","20211001","20211214","건너편갈비살","서울특별시 서초구 신반포로42길 2, 2층 201,202,203,204,205호 (반포동, NOVA월드)","서울특별시 서초구 반포동  703번지 3호  2층 201,202,203,204,205호","3210000-101-2010-00432","한식","","97.74","반포제1동","",""
"3210000","2021","7   ","20211001","20211214","감선호취","서울특별시 서초구 강남대로53길 11, 1층 103호 (서초동, 서초동삼성쉐르빌2)","서울특별시 서초구 서초동  1330번지  서초동삼성쉐르빌2  1층 103호","3210000-101-2021-00250","한식","","329.39","서초제1동","",""
"3210000","2020","10  ","20201001","20201202","교대 평상집","서울특별시 서초구 서초대로50길 24, 청화빌딩 3층 (서초동)","서울특별시 서초구 서초동  1571번지 18호  3층","3210000-101-2018-00244","한식","","232.88","서초제3동","","02  586 8188"
"3210000","2020","15  ","20201001","20201202","평안도식당 교대지점","서울특별시 서초구 법원로2길 14, 1층 (서초동)","서울특별시 서초구 서초동  1715번지 2호  1층","3210000-101-1991-03813","한식","","99.10","서초제3동","상수도전용","02 568 2357"
"3210000","2020","22  ","20201001","20201202","선화의 고기","서울특별시 서초구 서초대로24길 9, 1층 (방배동)","서울특별시 서초구 방배동  936번지 4호  1층","3210000-101-2006-00485","한식","","111.54","방배제1동","상수도전용","0234732253"
"3210000","2020","31  ","20201001","20201202","사쿠","서울특별시 서초구 나루터로15길 11, 대영빌딩 1층 (잠원동)","서울특별시 서초구 잠원동  14번지 9호  대영빌딩 1층","3210000-101-2006-00221","한식","","79.38","잠원동","상수도전용",""
"3210000","2020","21  ","20201001","20201202","공리특허짬뽕","서울특별시 서초구 방배로26길 8, (방배동)","서울특별시 서초구 방배동  875번지 22호  (1층?)","3210000-101-2009-00557","중국식","","114.68","방배제4동","","0234822973"
"3210000","2020","20  ","20201001","20201202","명인등심","서울특별시 서초구 서초대로 87, 1층 (방배동)","서울특별시 서초구 방배동  872번지 4호  1층","3210000-101-2017-00505","한식","","96.66","방배제4동","","02  592 1951"
"3210000","2020","30  ","20201001","20201202","금강바베큐","서울특별시 서초구 사평대로 349, (반포동)","서울특별시 서초구 반포동  746번지 9호  (104호?)","3210000-101-1994-11711","경양식","","32.01","반포제1동","상수도전용","02 5110976"
"3210000","2020","17  ","20201001","20201202","U-소백산","서울특별시 서초구 강남대로8길 36, (양재동, (지하1층,지상2층))","서울특별시 서초구 양재동  346번지  (지하1층,지상2층)","3210000-101-2011-00527","한식","","578.32","양재제2동","",""
"3210000","2020","29  ","20201001","20201202","스시타노","서울특별시 서초구 서래로5길 30, 2층 (반포동)","서울특별시 서초구 반포동  107번지 32호  2층","3210000-101-2014-00501","한식","","165.64","반포제4동","","02  593 1600"
"3210000","2020","8   ","20201001","20201202","시골집","서울특별시 서초구 반포대로10길 7, 1층 (서초동)","서울특별시 서초구 서초동  1459번지 11호  1층","3210000-101-2010-00019","한식","","147.72","서초제3동","","02  597 0400"
"3210000","2020","6   ","20201001","20201202","한우다이닝울릉(HANWOODINING ULLEUNG)","서울특별시 서초구 서운로 135, 1층,2층 (서초동)","서울특별시 서초구 서초동  1322번지 11호  1층,2층","3210000-101-2017-00090","한식","","532.40","서초제4동","","02  581 2235"
"3210000","2020","14  ","20201001","20201202","서관면옥 교대본점","서울특별시 서초구 서초대로56길 11, 1층 (서초동)","서울특별시 서초구 서초동  1675번지 5호  1층","3210000-101-2018-00250","한식","","152.24","서초제1동","",""
"3210000","2020","27  ","20201001","20201202","휴락담 by 오위소","서울특별시 서초구 서래로 50, 한영빌딩 2층 (반포동)","서울특별시 서초구 반포동  93번지 7호  한영빌딩","3210000-101-2017-00371","경양식","","170.35","반포제4동","","02  545 5224"
"3210000","2020","12  ","20201001","20201202","바른식 시골보쌈 앤 옹심이","서울특별시 서초구 서초대로52길 17, 1층,2층 (서초동)","서울특별시 서초구 서초동  1658번지 1호  1층 2층","3210000-101-1990-05171","한식","","332.85","서초제2동","상수도전용","02 5836431"
"3210000","2020","11  ","20201001","20201202","공항칼국수 서초점","서울특별시 서초구 반포대로30길 53, 조광빌딩 지하1층 (서초동)","서울특별시 서초구 서초동  1572번지 15호  조광빌딩 지하1층","3210000-101-2020-00192","한식","","250.24","서초제3동","","02 5220807"
"3210000","2020","25  ","20201001","20201202","원할머니 보쌈 족발 박가 부대찌개 반포점","서울특별시 서초구 서초중앙로 238, 삼호가든쇼핑센타 지하중층 (반포동)","서울특별시 서초구 반포동  30번지 25호  삼호가든쇼핑센타 지하중층","3210000-101-2018-00052","한식","","104.00","반포제1동","",""
"3210000","2020","24  ","20201001","20201202","아기다람쥐","서울특별시 서초구 서초대로 3-4, 1층 109-1호 (방배동, 방배디오슈페리움Ⅰ)","서울특별시 서초구 방배동  3001번지 2호  방배디오슈페리움Ⅰ 제1층 제109-1호","3210000-101-2011-00162","한식","","113.03","방배제4동","","02  543 8989"
"3210000","2020","9   ","20201001","20201202","공리","서울특별시 서초구 반포대로7길 7, 1층 (서초동)","서울특별시 서초구 서초동  1462번지 1호  1층","3210000-101-1997-06921","중국식","","108.13","서초제3동","상수도전용","02  587 3535"
"3210000","2020","0018","20201001","20201202","만강홍 교대본점","서울특별시 서초구 서초중앙로22길 46, 1층 (서초동)","서울특별시 서초구 서초동  1669번지 8호  1층","3210000-101-2005-00019","중국식","","198.00","서초제1동","상수도전용","02582 2678"
"3210000","2020","0011","20201001","20201202","강남역 모범갈빗살","서울특별시 서초구 서초대로73길 40, 104호 (서초동, 강남오피스텔)","서울특별시 서초구 서초동  1308번지 25호  강남오피스텔-104","3210000-101-2014-00454","한식","","158.62","서초제4동","","02  533 2588"
"3210000","2020","0007","20201001","20201202","개성손만두요리전문점 방배점","서울특별시 서초구 동광로19길 5, 1층 (방배동)","서울특별시 서초구 방배동  793번지 21호  외 1필지 1층","3210000-101-2011-00436","한식","","112.20","방배본동","","02  596 2763"
"3210000","2020","0006","20201202","20201202","방이옥 사당역","서울특별시 서초구 방배천로2안길 7, 1층 (방배동)","서울특별시 서초구 방배동  450번지 26호  ","3210000-101-1994-05400","한식","","158.18","방배제2동","상수도전용","02 5977892"
"3210000","2019","34  ","20191001","20191217","우주","서울특별시 서초구 동광로 106, 2층 (방배동)","서울특별시 서초구 방배동  807번지 9호  2층","3210000-101-2018-00107","한식","","233.00","방배제2동","",""
"3210000","2019","17  ","20191001","20191217","인덕원비빔국수","서울특별시 서초구 남부순환로 2656, 1,2층 (양재동)","서울특별시 서초구 양재동  2번지 36호  1,2층","3210000-101-2019-00453","한식","","285.51","양재제1동","",""
"3210000","2019","8   ","20191001","20191217","영양센타 서초역점","서울특별시 서초구 명달로 130, 1층 (서초동)","서울특별시 서초구 서초동  1505번지 6호  ","3210000-101-2018-00470","호프/통닭","","208.80","서초제3동","","02  34870101"
"3210000","2019","24  ","20191001","20191217","Kelly(켈리)","서울특별시 서초구 방배로42길 20, 1층 (방배동)","서울특별시 서초구 방배동  773번지 5호  1층","3210000-101-2014-00368","경양식","","66.00","방배본동","","02  533 5803"
"3210000","2019","13  ","20191001","20191217","소공동뚝배기집 교대점","서울특별시 서초구 서초대로54길 32, 지하1층 (서초동, 추호주택 )","서울특별시 서초구 서초동  1659번지 17호  추호주택 지하1층","3210000-101-2015-00552","한식","","124.20","서초제1동","","02  586 1962"
"3210000","2019","0008","20191001","20191217","돈선생 방배점","서울특별시 서초구 효령로31길 52, 1층 (방배동)","서울특별시 서초구 방배동  924번지 7호  1층","3210000-101-2002-00023","한식","","100.47","방배본동","",""
"3210000","2019","14  ","20191001","20191217","서초 해물찜","서울특별시 서초구 서초중앙로24길 27, 지하1층 지106,107호 (서초동, 지파이브센트럴프라자)","서울특별시 서초구 서초동  1685번지 8호  지파이브센트럴프라자 B106호, 107호","3210000-101-2017-00207","한식","","146.85","서초제4동","",""
"3210000","2019","0004","20191001","20191217","용이네 정육식당","서울특별시 서초구 방배중앙로 176, 1층 (방배동)","서울특별시 서초구 방배동  769번지 9호  1층","3210000-101-2019-00357","한식","","148.50","방배제2동","",""
"3210000","2019","31  ","20121203","20190228","(주)댓짱돈까스","서울특별시 서초구 방배로6길 13, 파크에비뉴빌딩 1층 (방배동)","서울특별시 서초구 방배동  1021번지 14호  파크에비뉴빌딩 1층","3210000-101-2010-00348","한식","한정식","216.09","방배제3동","",""
"3210000","2019","2   ","20191001","20191217","이자카야 나무  (서초)","서울특별시 서초구 서초대로75길 23, 지하1층~지상4층 (서초동)","서울특별시 서초구 서초동  1307번지 11호  지하1층~지상4층","3210000-101-2016-00102","일식","","788.08","서초제4동","",""
"3210000","2019","36  ","20191001","20191217","원조마산콧털네아구찜","서울특별시 서초구 신반포로47길 118, A동 1층 (잠원동)","서울특별시 서초구 잠원동  20번지 1호  근생빌딩 A동 1층","3210000-101-2007-00502","한식","","165.00","잠원동","상수도전용","02   5111268"
"3210000","2019","29  ","20191001","20191217","만발","서울특별시 서초구 서초대로29길 32, 1층 (방배동)","서울특별시 서초구 방배동  878번지 1호  1층","3210000-101-2007-00386","한식","","142.23","방배제4동","상수도전용","02  535 7456"
"3210000","2019","25  ","20191001","20191217","방배 송이족발","서울특별시 서초구 방배중앙로 166, 1층 (방배동)","서울특별시 서초구 방배동  777번지 5호  1층","3210000-101-2011-00399","한식","","66.70","방배본동","","02  532 9491"
"3210000","2019","0009","20191001","20191217","참치한마리 강남본점","서울특별시 서초구 사평대로56길 8, 양정빌딩 2층 가호 (서초동)","서울특별시 서초구 서초동  1302번지 45호  양정빌딩 2층 가호","3210000-101-2019-00165","일식","","174.90","서초제2동","",""
"3210000","2019","4   ","20191001","20191217","청계숲 양대창","서울특별시 서초구 서초대로78길 52, 강남역 인앤인 1층 101호 (서초동)","서울특별시 서초구 서초동  1330번지 12호  강남역 인앤인 1층 101호","3210000-101-2018-00473","한식","","260.32","서초제2동","",""
"3210000","2019","3   ","20191001","20191217","스시 다미선","서울특별시 서초구 서초대로78길 28, 2층 (서초동, 스퀘어큐브)","서울특별시 서초구 서초동  1327번지 8호  스퀘어큐브 2층","3210000-101-2014-00625","일식","","147.56","서초제2동","","02   5989544"
"3210000","2019","33  ","20191001","20191217","한지박","서울특별시 서초구 고무래로 10-6, (반포동)","서울특별시 서초구 반포동  58번지 6호  ","3210000-101-1994-03053","한식","","86.40","반포제4동","상수도전용",""
"3210000","2019","18  ","20191001","20191217","영동회관","서울특별시 서초구 강남대로30길 28, 103호 (양재동)","서울특별시 서초구 양재동  17번지 1호  -103","3210000-101-2013-00010","한식","","126.93","양재제1동","","02  60840250"
"3210000","2019","5   ","20191001","20191217","진대감 강남역 삼성타운점","서울특별시 서초구 서초대로78길 50, (서초동,우영빌딩 2층)","서울특별시 서초구 서초동  1330번지 13호  우영빌딩 2층","3210000-101-2000-15332","한식","","334.07","서초제2동","","02  587 0073"
"3210000","2019","19  ","20191001","20191217","담소사골순대 이수역점","서울특별시 서초구 서초대로 12, 101동 101호, 102호 (방배동, 세양아르비채)","서울특별시 서초구 방배동  421번지 1호  세양아르비채 101호, 102호","3210000-101-2006-00131","한식","","84.69","서초제3동","상수도전용",""
"3210000","2019","7   ","20191001","20191217","강촌식당 서초점","서울특별시 서초구 효령로 316-1, 1층 (서초동)","서울특별시 서초구 서초동  1443번지 4호  1층","3210000-101-2010-00128","한식","","131.60","서초제1동","",""
"3210000","2018","49  ","20181001","20181218","여의도생고기","서울특별시 서초구 신흥말길 27-9, 1층 (내곡동)","서울특별시 서초구 내곡동  1번지 273호  (지상1층)","3210000-101-2002-00046","분식","","179.08","내곡동","","02 4596707"
"3210000","2018","0013","20181001","20181218","낙원곱창 사당역점","서울특별시 서초구 방배천로2길 12, 1층 (방배동)","서울특별시 서초구 방배동  446번지 2호  1층","3210000-101-2018-00093","한식","","282.53","방배제2동","","02  34823788"
"3210000","2018","0020","20181001","20181218","매일향","서울특별시 서초구 동광로 67, 1층 (방배동)","서울특별시 서초구 방배동  795번지 24호  1층","3210000-101-2008-00409","중국식","","202.28","방배본동","","02  534 8385"
"3210000","2018","0026","20181001","20181218","순남시래기 방배점","서울특별시 서초구 방배로 121, 1층 (방배동)","서울특별시 서초구 방배동  925번지 6호  1층","3210000-101-2015-00407","한식","","126.17","방배제1동","",""
"3210000","2018","0024","20181001","20181218","CARNE BRASIL GRILL (까르니 브라질 그릴)","서울특별시 서초구 방배로 83-9, 5층 (방배동)","서울특별시 서초구 방배동  909번지 4호  5층","3210000-101-2005-00491","경양식","","95.59","방배제1동","상수도전용",""
"3210000","2018","0033","20181001","20181218","돼지띠식당 서초점","서울특별시 서초구 효령로 428, (서초동)","서울특별시 서초구 서초동  1340번지 2호  (1층?)","3210000-101-1998-12983","한식","","138.65","서초제2동","상수도전용","02 5986800"
"3210000","2018","0031","20181001","20181218","해우담 서초본점","서울특별시 서초구 강남대로 349, 지하1층 (서초동, 우남빌딩)","서울특별시 서초구 서초동  1329번지 4호  우남빌딩 지하1층","3210000-101-2012-00258","한식","","487.14","서초제2동","","02  597 4997"
"3210000","2018","0040","20181001","20181218","디토","서울특별시 서초구 명달로 94, (주)삼성출판사 사옥 1층 (서초동)","서울특별시 서초구 서초동  1516번지 2호  (주)삼성출판사 사옥","3210000-101-2018-00125","경양식","","361.00","서초제3동","","0234717022"
"3210000","2018","0042","20181001","20181218","홍.낙.제","서울특별시 서초구 서초중앙로26길 17, (서초동,1층)","서울특별시 서초구 서초동  1697번지 16호  1층","3210000-101-2005-00389","한식","","199.55","서초제4동","상수도전용","0234823661"
"3210000","2018","34  ","20181001","20181218","한우플러스","서울특별시 서초구 서초대로46길 109, 2층 (서초동, 지산빌딩)","서울특별시 서초구 서초동  1576번지 9호  지산빌딩 2층","3210000-101-1994-10613","경양식","","131.70","서초제3동","상수도전용","02 5323108"
"3210000","2018","50  ","20181001","20181218","피노","서울특별시 서초구 신흥말길 84, 1층 (내곡동)","서울특별시 서초구 내곡동  1번지 2299호  1층","3210000-101-2012-00515","한식","연잎밥","152.75","내곡동","",""
"3210000","2018","63  ","20181001","20181218","한촌설렁탕 사당역점","서울특별시 서초구 방배천로 36, 삼남빌딩 1층 (방배동)","서울특별시 서초구 방배동  453번지 24호  삼남빌딩 1층","3210000-101-2018-00374","한식","","176.50","방배제2동","",""
"3210000","2018","8   ","20181001","20181218","(주)이춘복스시강남","서울특별시 서초구 강남대로61길 13, 1층 2층 (서초동)","서울특별시 서초구 서초동  1317번지  1층 2층","3210000-101-2016-00120","일식","","448.50","서초제4동","",""
"3210000","2018","64  ","20181001","20181218","하우스(HOUSE)","서울특별시 서초구 효령로4길 7, (방배동)","서울특별시 서초구 방배동  477번지 10호  (1층?)","3210000-101-1997-13296","경양식","","58.59","방배제3동","상수도전용","0234861015"
"3210000","2018","0048","20181001","20181218","동신참치양재직영점","서울특별시 서초구 강남대로 213, 지하1층 (양재동)","서울특별시 서초구 양재동  24번지  스포타임 엘타워","3210000-101-1994-09133","일식","","114.54","양재제1동","상수도전용",""
"3210000","2018","0046","20181001","20181218","The Park(뷔페식당)","서울특별시 서초구 바우뫼로12길 70, 2층 (양재동, 더케이서울호텔)","서울특별시 서초구 양재동  202번지  외 3필지 더케이서울호텔 2층","3210000-101-1991-11077","경양식","","499.37","양재제2동","상수도전용","02 5269434"
"3210000","2018","51  ","20181001","20181218","목우촌마을 청계산점","서울특별시 서초구 원터길 20, 1층 (원지동)","서울특별시 서초구 원지동  375번지  1층","3210000-101-2004-00410","한식","","97.95","양재제2동","",""
